"id","url","publication_title","description","status","g_status","title","status_writer"
130351,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470817/036/0003","Morning Advertiser","... known that certain  , charged with forgeries and publishing will and codicil purporting to be the testament of the late Mr. Win. Slack, of this city, were to be placed at the bar for examination. The names of the accused   are John Ford, John ...",1,"","LONG-ACRE","xgboost_description"
130361,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001286/18470828/027/0004","Bell's Weekly Messenger","... condition. About a fortnight or three weeks before the close the session, there was kind of run between the leaders of the two  . Lord George Bcntinck and the Chancellor of the Exchequer, to call for theee returns, each of them course with opposite views ...",1,"","ORIGINAL AND SELECT","xgboost_description"
130373,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001279/18470806/056/0007","Hull Advertiser and Exchange Gazette","... three months ago   from the up country landed about six hundred sacks of flour in Newport, which were stored up in the Cattle Market. The price obtainable since that period was one time about 80s. per sack, which was refused, the   wanted from 84s ...",1,"","FRIDAY, AUGUST 0, 1847. AGRICULTURE","xgboost_description"
130537,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000989/18470821/019/0002","Oxford Chronicle and Reading Gazette","... requisition, and drove the   off for time. They however got possession and still kept it, amt the probability that further proceedings must ensue. Tiie alleged assault entirely tailed in each case, although the dissenting   made great efforts prove ...",1,"","wrrri-HY","xgboost_description"
130626,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000247/18470731/025/0003","Norfolk News","... peals. 55 and friends canvassed on Monday and day - Ifc somewhat singular, that during the whole time of the canvass neither   seemed to aware as to whether an opposition was intended, and great care was taken obtain, possible, expression of opinion ...",1,"","LYNN","xgboost_description"
130666,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001286/18470814/076/0006","Bell's Weekly Messenger","... left the house and went to the White Hart lun. There meeting with a fiddler, he played in conjunction with him to a select   of villagers, among whom were Messrs. Thomas Bray, Mil thorp, Ac. At a late hour, the house was attacked by a number of these ...",1,"","ALARMING RIOT NEAR OTLET","xgboost_description"
130939,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001300/18470731/056/0004","Liverpool Mail","... day of the election, plumped for Sir Digby Mackwortii. The consequence was, the Conservative   was divided and disorganised, and Cardwell and Birchs   were united, firm, active, zealous, and triumphant. The state of the poll will show that the ...",1,"","PRESCOT","xgboost_description"
130965,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000267/18470731/038/0008","Exeter and Plymouth Gazette","... Sir Fitzroy Kelly, the show of hands having been declared in his favour. We are at a loes to understand why the Old Reform   have forsaken Mr. Abdy ; not a gentleman being with him on the hustings, far as could sec, saving the two who proposed and ...",1,"","DISTRICT NEWS","xgboost_description"
131168,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000243/18470821/006/0002","Newcastle Journal","... a signal tft forei «» singing birds into the provinces. Lib K kck 01 them In addition mam* ;- ,gh V 1 a,e ' Alad Grisi and  , also Mddie. Album, who has lately divided the applause the London audiences with Jenny Lind, wiil be among the £ last mentioned ...",1,"","LOCAL & GENERAL INTELLIGENCE","xgboost_description"
131172,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000998/18470819/011/0003","Newry Telegraph","... constitution the new Parliament, and what difficult card the Premier has got to play, whose task will to humor strange admixture   that will found ranged behind the Treasury benches. No. That Lard John Russell will find the Liberals* unmanageable, even ...",1,"","Hiitibrlflfire ITnlo.!","xgboost_description"
131242,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000252/18470821/085/0007","Staffordshire Advertiser","... generally consider merits. Such wTbelfeve to the case : but the view taken established   writer, surveyine the subject in an enlarged manner though still with   habits and J standards, do not object to the way in which the matter is put by the GMe ...",1,"","THE STAFFORDSHIRE ADVERTISER, SATURDAY, AUGUST 21. 1847","xgboost_description"
131282,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000488/18470821/016/0003","Lancaster Gazette","... just one Bolton freeman being present, and no more! Halton. ln the course of Sunday night, some persons  supposed to be a   who had been drinking in the village  entered the garden of J. Swainson, Esq., of Halton Hall, carried off some fru t, and ...",1,"","LOCAL INTELLIGENCE","xgboost_description"
131291,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000064/18470820/027/0003","Hull Packet","... Seymour, bad addressed sererml urgent notee to the goverument, demanding the immediate f >nn*tiou  cabinet, condition which  * to the prstocol were determined adhere. A Portugnee* steamer from Madeira baa brought intelligence that tbe 2Cth ult, ebortly ...",1,"","COMMERCIAL RETROSPECT","xgboost_description"
131292,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000053/18470808/013/0007","The Era","... months ago, a   from the tp country landed'about six hundred sacks of flour in -Newport, which were stored up in the Cattle Market. The price obtainable' since 'that period was at one time about 80s per sack, which:-was' refused, as the   wanted from ...",1,"","SYNOPSIS","xgboost_description"
131346,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000099/18470807/024/0005","Preston Chronicle","... purpose of hearing an ad- dress from Mrs. Jackson, of Whitehaven; and on the same day the Scholes tee-totallers held a tea-  at the L Scholes school-room, and in the evening formed a pro- cession, with flags, banners, &c. inscribed with tee-total mottoes ...",1,"","DISTRICT NEWS","xgboost_description"
131429,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000206/18470807/023/0006","Manchester Courier and Lancashire General Advertiser","... months ago, a   from the country landed about six hundred sacks of flour in Newport, which were stored up in the Cattle Market. The price obtainable since that period was at one time about 80s. per sack, which was refused, as the   wanted from 84s ...",1,"","General Intelligence","xgboost_description"
131460,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470824/019/0004","Morning Post","... men are intolerable, and they will soon bring matters to a state of exasperation, even beyond their control. Then opposite   will come to blows ; and many there are who, feeling that lo this conclusion it must come at last, say,  The sooner the better ...",1,"","LONDON,","xgboost_description"
131466,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000073/18470828/011/0003","Oxford Journal","... not the ease with the genuine ones. MNessrs. Wragge and Rudford w have offered a reward of 1001. for the detection of the   P concerned in the above forgery. 21 FAmS9.-Menday next, Newport Pagnsll.-Tieedisy, Dedding- at ton, Shsipston-on-Stour. ...",1,"","OXFORD, Saturday, Aug. 28","xgboost_description"
131499,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000532/18470828/045/0004","Gloucester Journal","... light which proceeded from the back window. Mr. ttt. Losky grappled with his antagonist, and both fell to the floor. Both   cried aloud fur assistance, when a companion of the burglar immediately rendered aid, when Mr. Bt. Losky, by strangulation ...",1,"","SOUTH WALES RAILWAY","xgboost_description"
131501,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001372/18470817/031/0004","Armagh Guardian","... danger, believe (hat recovery helpless. Fear, they say, blind ;so is loie. Strong affectVn, sic, ait* variously on different  . Some it renders sensitive and keen-sighted in the extreme, others wholly ; the latter was theca-e he-c. The one and all, ...",1,"","BI RIED ALIVE,","xgboost_description"
131576,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000354/18470827/024/0005","Lincolnshire Chronicle","... through the insolvent court could not be taken any creditors on his schedule for his own benefit: such could not be taken by the   appointed assignee by the insolvent court, and when taken must divided equally amongst all the creditors. The court took time ...",1,"","The Rev. Alexander Leslie Bromhead returned to Lincoln on Monday laet with his bride, and immediately left for ..","xgboost_description"
131696,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000354/18470813/006/0002","Lincolnshire Chronicle","... he left the house and went to the White Hart inn. There meeting with a fiddler he played conjunction with him to a select   of villagers, among whom were Messrs. Thomas Bray, Milthorp, &c. At a late hour the house was attacked by a number these navvies ...",1,"","Alarming Riot near Otley.Pool feast, which commenced on Monday last, was this year signalised by a disturbance ..","xgboost_description"
131697,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000365/18470813/009/0002","Carlisle Patriot","... the Ordnance, the latter giving way to Mr. George Thompson, once an itinerant orator in the employment of the Anti- Slavery  ; and at a later period one of the hired agitators of the Anti-Corn-law League. The gains of ministers have been almost entirely ...",1,"","THE GENERAL ELECTION","xgboost_description"
131720,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000411/18470807/009/0002","Sherborne Mercury","... months ago, a   from the country landed about six hundred sacks of flour in Newport, which were stored in the Cattle Market. The price obtainable since that period was at one time about 80s. per sack, which was refused, as the   wanted from 84s ...",1,"","Mr. Rcthell, Q.C., late candidate for Froine, lias shewn, a proper interest in the county, by giving - an annual","xgboost_description"
131735,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002214/18470809/012/0001","Cheltenham Journal and Gloucestershire Fashionable Weekly Gazette","... tines have bees alike disappointed in their expectations. The Conservative   have been too confident of success, to take the necemary pains to secure it. The Protestant   are open to the same remark. The Pretectionista despised the first Meetings ...",1,"","UST 9, 1847. Spirit of tilt Jiisltt journala. A NEW HEADING 07 TILE Barring CONITITEITION.The Globe, alarmed ..","xgboost_description"
131743,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000051/18470811/023/0002","London Daily News","... levy it by taxation on the people of this com? (Cheers.) He was proud to avow himself as belonginf' the country  , an independent   which wouM «jl port all measures which they deemed for the good,of® country; but when the minister did that which ...",1,"","SOMERSET (EAST)","xgboost_description"
131899,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000187/18470819/032/0004","Bath Chronicle and Weekly Gazette","... Taunton, his carriage (a Clarence, drawn by two horses,) was attacked   of ruffians, who smashed the panels with sticks, and sent a shower of stones through the windows. Two of the   attempted to stop the horses by grasping at the reins, but the animals ...",1,"","LOCAL INTELLIGENCE","xgboost_description"
131904,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001319/18470808/024/0002","Bell's New Weekly Messenger","... three months ago,  -from toe up-country landed about six hundred sac^  L l ,n Newport, which was stored up in the Cattle Market. Ihe price obtainable since that period was at one time about per sack, which was refused, as the   wanted from i to ...",1,"","GUERNSEY","xgboost_description"
132017,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000306/18470731/020/0005","West Kent Guardian","... favour at the poll. As far as the canvass has proceeded, each   boasts of having a majority. The betting is in favour of the two Conservatives, Messrs Douglas and Bodkin. Mr. Bernal's   seem a little sore, and Mr. Twisden Hodges will be allowed to ...",1,"","Rochester and Chatham","xgboost_description"
132082,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000081/18470803/065/0008","Liverpool Mercury","... the town generally. Lord Sandon*s friends are pleased with the result, and so are almost all the old members of the Reform  , each having cause to feel that they are represented. To Dr. M'Neile and his partisans disappointment has ensued, because the ...",1,"","BRIEF NOTES ON VARIOUS TOPICS","xgboost_description"
132145,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001316/18470809/030/0005","Evening Mail","... %Jtv» rrearifvsars in ty as mm jour repres-ntitirds ia eciulnx VarUiicent, and that a oaadUats wl l ettruinry !>* forward (ba  , flav.ox already ksirred i- : tjurca coats-ts. Iha to withdrAW solVritiw ym* suS-asM at ensuing el 1 wire with tie conv»e-iicn ...",1,"","WAUWICKSUIRE (NORTH)","xgboost_description"
132182,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000150/18470805/069/0003","Worcester Journal","... however questionable if the proceeding has not in some measure altered his Lordships position by dividing powerful and compact   and if those who contributed to this division have any manner prejudiced him, they can have little satisfaction in having done ...",1,"","1141 1163","xgboost_description"
132210,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000354/18470827/014/0003","Lincolnshire Chronicle","... been the slaughter that there were none attend to the dead and dying ; while, afterwards, he was one of the only four, out a   of 400 who were taken to hospital, that ever recovered of their wounds. Being then longer of any use as a soldier, was carried ...",1,"","Electricity and the Potatoe Disease. ln a letter addressed Sir R. Meyrickto the Hereford Times, we find the ..","xgboost_description"
132265,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000928/18470731/038/0003","Monmouthshire Merlin","... pass a new one. We will adjonrn the case till Monday, and you can get in as inueu money as possible in the meantime. The   then retired. THURSDAY. Magistrates presentThe Mayor, and Joseph Latch, Esqrs. A CURIOUS AFFAIR. Elizabeth James and Elizabeth ...",1,"","j NEWPORT TOWN IT ALL..MOXD.VY, JULY 2G","xgboost_description"
132266,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000928/18470807/005/0001","Monmouthshire Merlin","... back to the House of Cteimons I cannot promise you, as heretofore, to give effect to my opinions by the influence of a large   willing to accept my epinbns. I have now been nearly forty years in public life sixty summers have passed over my head. I freely ...",1,"",";TAMWORTH.SPEECH OF SIR R. PEEL","xgboost_description"
132291,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000413/18470807/030/0002","Windsor and Eton Express","... provided with heavy hunting whips, an.' made no secret of their determination not to permit him to btaken. There was also a   of stout labourers, armed with short bludgeons, who formed strong body-guard around th. Hon. gentlemans carriage. On the other ...",1,"","WALLINGFORD","xgboost_description"
132460,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000992/18470807/024/0002","Oxford University and City Herald","... opposite   such unblushing extent, induced many the voters cither violate their promises to Mr. Blackstone or to abstain from voting at all. The support which Mr. Morrison received was from tho Dissenters and all thorough-going Radical  , with the ...",1,"","Return ok the Conservative Candidate","xgboost_description"
132468,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001097/18470817/038/0005","South Eastern Gazette","... the name of the   who could prove his assertion; the magistrates therefore ordered him to pay the demand and expenses, and in default he was committed to Dover gaol. After his committal, the defendant was desirous to name the   referred to, and ...",1,"","Lady Have?, Sombre, » Edward «nd Lady Scott, Rev. B.Tlioupe, Mis* Gosling, Sir Gilbert Hi athcote, Bart., Capf. ..","xgboost_description"
132501,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000612/18470730/020/0001","Durham County Advertiser","... Hearts Oak public-house the   stopped, when another body of men, wiib whom tue prisoner Hamilton, came out of the house, aud alter some words had passed between the stripped aud proceeded to tight. As the tight on,   spirit waxed high, aud time ...",1,"","Gentlemen,The calendar which your attention will be directed the present occasion is, I believe, not very ..","xgboost_description"
132712,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001100/18470827/045/0006","Nottingham Review and General Advertiser for the Midland Counties","... yesterday morning; and prisoner having agreed to barter his own new shirt for the old one another man and 2s. to boot, the   proceeded to strip in the White Horse taproom ; but the other man ran off with Plants shirt on his back, not remembering ...",1,"","LEICESTER l\ LOUGHBOROUGH,","xgboost_description"
132743,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000298/18470828/024/0003","Leicestershire Mercury","... one of them heard a cry of distress, running to the well, could just see the little fellow's hair and face. Another of the   got ladler from the bain, and rescued him from his perilous situation unhurt. Extensive Fire/ At Brougbton Astlev fire broke ...",1,"","LUTTERWORTH","xgboost_description"
132761,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000237/18470820/008/0002","Stamford Mercury","... determination to visit Uke offences with the utmost severity. Brigg Magistrates' Meeting, August 3 and 17. Aug. Several   were fined for riding upon shaft*, and one or two minor assaults were speedily disposed of; but the following adjourned assault ...",1,"","On Tuesday last, the City Magistrates remanded for further examination Thos. Sharpe, charged with stealing pair ..","xgboost_description"
132769,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000393/18470828/032/0004","Gloucestershire Chronicle","... stern sheets two females in mourning. .  V- ' .. which, shooting a-head, lauded the   a few minutes before Mi«s Cannon and her pupils, and the   walked slowly a few paces. coming up to them. Miss Charlotte Curtis recognise*l her mother ...",1,"","CHIT-CHAT","xgboost_description"
132815,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001097/18470810/051/0006","South Eastern Gazette","... prisoners Fletcher and Newport were taken alter a sharp run, during which Fletcher arossed the river Mole. Wood, one of the  , was seized, but he pulled a small crowbar from his coat, and struck the man who seized him across the arm. Mr. Locke conducted ...",1,"","GRAVESEND","xgboost_description"
132830,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000398/18470804/013/0003","Hereford Journal","... months ago,   from the up-country landed about six hundred sacks of flour in Newport, which were stored up in the Cattle Market. The price obtainable since that period, was at one time about «fi PCr SaCk ' , was refused, as the   wanted from 84* ...",1,"","HEREFORD CITY REPRESENTATION","xgboost_description"
132836,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470827/037/0004","Morning Advertiser","... where would be comm'The prisoner'sJd, indifferently, then I had better not I was''then fully committed for trial, and the   weie bound over to prosecute. WESTMINSTER. Joseph Saunders, a cab proprietor, produced one of his men. to answer the charge ...",1,"","CLERKENWELL","xgboost_description"
132925,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000237/18470820/005/0002","Stamford Mercury","... Club of the Jacobins, intimating, the same time, that such a connexion must expose it the exmtion the whole institutional  . maladroit allusion has unaartbed a certain journal kept the then Duke Cnartre*, now King of the from month of November mi ...",1,"","Wednesday & Thursday's Posts","xgboost_description"
132937,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000311/18470819/006/0002","Cheltenham Chronicle","... . order to understand the nature of the proceedings, it may necessary to allude to the law of marriages in ibis country.   can be married by clergyman of the Established Church, either by license from the proper officer of the bishop, or by having ...",1,"","MISCELLANEOUS NEWS","xgboost_description"
132977,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000251/18470821/074/0006","Staffordshire Advertiser","... famine being removed, the j public at once question the necessity of making any provision for such a contingency ; and the   who are sufferers by the fall in prices are blamed for their want of foresight. may, however, be remarked, that the belief ...",1,"","THE IRON TRADE","xgboost_description"
133003,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001652/18470806/048/0004","Globe","... which is entitled, Act for extending the provisions of the law respecting threatening letters, and accusing   with view to extort money.   sending letters threatening to kill or murder are be deemed guilty of felony, and upon conviction are liable ...",1,"","POLICE","xgboost_description"
133038,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000230/18470807/025/0004","Hampshire Chronicle","... present prices of the run modify, could not fail to be senoualy uncovered It Mated. aUo. that they have been left in default   for whom they bad exenitecl large purchase orders commission The more immediate cause of stoppage was said to the failure ...",1,"","KX\ K KI PT","xgboost_description"
133169,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001316/18470827/039/0008","Evening Mail","... offering his influence to several  ; and if he have bargained for it with France, he will doubt have sold it to the best bidder. Narvaez may have returned with undiminished resolution, andif go with the French  may give striking proofs of his ...",1,"","EVENING MAIL, PROM WEDNESDAY, AUGUST 85. TO FRIDAY, AUGUST 87. 1847","xgboost_description"
133191,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000354/18470806/016/0005","Lincolnshire Chronicle","... complete peal upon six bells, within an hour, including the raise nnd fall. The prize for the peal was awarded to the Withain  , and for the rise fall to the Clinton men. The ringing of the changes was nearly alike, excepting that the Witham company was ...",1,"","Stamford Town Council. The u meeting of this body was held in the Town-hall on Tuesd present: the Mayor, Messrs","xgboost_description"
133224,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000358/18470821/036/0004","Berkshire Chronicle","... were driving a chaise in the neighbourhood of Highgate, a flash of lightning struck the horse and killed him instantly. The   were thrown from the chaise, but luckily escaped unhurt. The editor of an American paper, the Charleston Evening News, says ...",1,"","LONDON MARKETS","xgboost_description"
133253,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001272/18470821/010/0001","Monmouthshire Beacon","... (cheers). should have been very much ashamed tt.e mixture of principles principle all, which composed the other side. It was a   jumbled up together for the purpose overturning the Conservative interest of this county which had been united for upwards ...",1,"","THROUGHOUT THE DIOCESE","xgboost_description"
133387,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000361/18470821/035/0004","Salisbury and Winchester Journal","... eapi tal will realise the   embarking 2080 amount of income 251. capital will, or i*yee 200,000/. per annum. Full particulars will hAnrwarded per return post, which must prove satisfactory to all intelligent  . It does not matter how high ...",1,"","TO THE NOBILITY, GENTRY, & YEOMANRY, THE ELECTORS OP NORTH WILTS. Gentlemen, HAVING been apprised letters from ..","xgboost_description"
133648,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470731/073/0003","Morning Advertiser","... sudden and unexpected result of this election has created the ntmost astonishment in the minds of all classes and of all  . The town, after the close of the poll, was a scene of the most excited and extraordinary character. The whole population ...",1,"","NOTTINGHAM,","xgboost_description"
133675,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001316/18470730/040/0007","Evening Mail","... Alfred Hervey, takes place today. Captain Pechell* seat is regarded as secure all  , and the struggle will be between Lord Alfred Hervey and Mr. Conyngham. Both   speak confidently cf success. ...",1,"","BRADFORD","xgboost_description"
133716,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001372/18470803/008/0001","Armagh Guardian","... place. from the evidence brought forward in this case, it appeared that land on which the riot took place, was claimed both  , and that the prosecutor had gone, the day ques. lion, lake possession and drive the prisoners out, who were that time the ...",1,"","COUNTY AKMAGII ASSIZES","xgboost_description"
133969,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000914/18470828/028/0003","Cardiff and Merthyr Guardian, Glamorgan, Monmouth, and Brecon Gazette","... coioursofthe Liberal   which were liist brought in by Sir B. Hall, in the great contest for the boroughs in 1831, when he defeated the Marquis of Worcester. The mixture was completely emblematic of this union of both   on this occasion, in favour ...",1,"","MONMOUTHSHIRE","xgboost_description"
133992,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001144/18470813/012/0002","Tyrone Constitution","... candidate, in opposition to Mr. John OConnell, Mr. Ricb&rd OGorman, jun., of spouting notoriety os member of Young Ireland  . The worthy priest was rather roughly handled, and threatened with serious personal violence the mob, who | declared that they ...",1,"","THE TYRONE CONSTITUTION, OMAGH, FRIDAY. AUGUST 13. 1817. ELECTION RESULTS","xgboost_description"
134062,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470805/028/0007","Morning Post","... purchased different articles of furniture from him to the amount of 1082. What the pre- cise nature of the agreement between the   was, and whether the transaction was to be a ready money one, or upon credit, did not clearly appear ; but in the result the ...",1,"","ASSIZE INTELLIGENCE","xgboost_description"
134189,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000251/18470807/124/0006","Staffordshire Advertiser","... voters, and Lord Fielding's   came up in superior strength. At a few minutes after eleven the majority of Mr. Goulburn wos reduced to 12, but below this it never went At twelve or one o'clock, it was evident that both   were polled out, with the ...",1,"","E DIN BU RGH.FRI DAY","xgboost_description"
134469,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000034/18470821/034/0008","Bristol Mercury","... wack he had followed hins with that intention, and was some- what exasperated at his refusal lie denred striking the ether  ; lie was tipsy at hse time. Thuaeingistrsues said that iexcuse did not acquit him of the assault; if the prisoner was a deserter ...",1,"","POLICE INTELLIGENCE","xgboost_description"
134572,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001316/18470806/036/0006","Evening Mail","... not by tbs number of rotes in his favour, but the number of cacatdrpi, or bludgeon-men, in his pay, or rather in that of his  . All Administrations, Cabraiistaaer Liberals, hare resorted Is the tame meant; and the leaders of these bands of tafflisi are ...",1,"","TBS AFFAIRS OP PORTUGAL","xgboost_description"
135196,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000928/18470731/031/0003","Monmouthshire Merlin","... months ago, a   from the up country landed about six hundred sacks of flour in Newport, which were stored up in the Cattle Market. The price obtainable since that period, was at one time about 80s. per sack, which was refused, as the   wanted from ...",1,"","NEWPORT CATTLE MARKET.WEDNESDAY, JULY 28","xgboost_description"
135221,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000395/18470807/053/0004","Derbyshire Courier","... order of merit. The decoration of the new order will bear one side the effigy of the founder, and on the other the name of the   receiving it. The Jenny Lind mania has had some odd manil unions. In the window of an inn near St. Martin' Court an announcement ...",1,"","Ctnr SLJtfctUn (Tomprntmim","xgboost_description"
135338,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470804/078/0004","Morning Advertiser","... three months ago a   from the landed about six hundred sacks of flour in Newport, which were stored up in the Cattle-market. The price obtainable since that period was at one time about 80s. per sack, which was refused, as the   wanted from 84s. ...",1,"","SHIPPING INTELLIGENCE,","xgboost_description"
135371,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001652/18470803/026/0003","Globe","... three months ago,   from the up countrylanded about si* hundred sacks of Boar in Newport, which were stored up the Cettle Market. The price obtainable since that period was at one time about 80s. per sack, which was refused, as the   wanted from 84s ...",1,"","COMMERCIAL MARKETS","xgboost_description"
135382,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001083/18470806/040/0004","Derbyshire Advertiser and Journal","... were covered with them, and in many places whole fields appeared as if they had been dusted with soot. A Pleasure  . With a Hook!   of friends left Hull the other day by a cheap train for an excursion into the country. In order do the thing economically ...",1,"","A jiarty of labourers were going over a hill at Alciston, on Saturday week, while a storm was raging; the","xgboost_description"
135400,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000396/18470821/015/0003","Hereford Times","... en route for Santa Fe. The emigrants and military   to California, especially the Mormons, have suffered much on the prairies, not only the Indians, but from sickness and famine One emigrant   having been diminished more than onehalf starvation ...",1,"","FOREIGN INTELLIGENCE","xgboost_description"
135432,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001097/18470817/037/0005","South Eastern Gazette","... enquiry at Sir J. Herscbells, no such person it was found bad been there. Every step was taken to ascertain the route the   had gone, but without success, till next day, when Mr. Yates, of the Royal Oak Inn, Hastings, sent his man home with it, he ...",1,"","CRICKET. Pbnbnden Heath r. Mote Park.This match was played on thegronndof the former club on Thursday. Mote ..","xgboost_description"
135456,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000401/18470813/042/0003","Shrewsbury Chronicle","... staled that the whole line from Shrewsbury to Stafford, including the Station Shrewsbury, contracted for highly raap ctabla  , be completed bv the j aa«i yaar, end for sum under the Farlu* j eatimale. SttirPNALL Perry Session* were helJ on Fnd*y. belareW ...",1,"","Hr. Viilitff has been retn reed for Sonlh Lancashire, but no lias followed n« whether the hon. eehtleraan will sit","xgboost_description"
135619,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000252/18470807/084/0007","Staffordshire Advertiser","... gave to the Conservatives a majority of 91which majority was subsequently raised to 100. The disruption of the Conservative   afforded the Whigs some few accessions; but still the majority remained with their opponents, to the extent of 80 or 90 votes ...",1,"","[From the Morning Herald,]","xgboost_description"
135718,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000298/18470828/021/0003","Leicestershire Mercury","... House of Correction. The Castle Donington constable appeared before the Bench with a summons for an assault, and sai the   in his absence called last evening and left three shillings, an 1 wished to have made up. (the constable) had told them they ...",1,"","LOUGHBOROUGH","xgboost_description"
135807,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000532/18470828/011/0002","Gloucester Journal","... the second resolution, laying down the principle that it was the duty of the government to legislate for the good of all   in the state, and giving every access to the occupancy of the land ; and that, therefore, the subject of home colonization ...",1,"","MISCELLANEOUS INTELLIGENCE. The Indian Seas.The effects of our policy in the  Kastem Archipelago are rapidly ..","xgboost_description"
135919,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001523/18470805/022/0002","Banbury Guardian","... University he is a Member. The  , which was a large one, remained until late hour, and the dance and song went merrily round. This arrangement was a very judicious oneit kept the streets free from contending  , and tended to preserve the peace ...",1,"","THE CHAIRING","xgboost_description"
135936,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000081/18470803/028/0004","Liverpool Mercury","... and noiden, he prisoners were committed for trial. Consumption op Smoke.On Saturday, the hearing of informations against   for not consuming their smoke, in conformity with the provisions of the Sanatory Act, was again proceeded with. The two cases ...",1,"","Police Court","xgboost_description"
